year,path,file,category,md5sum,is_well_formed,num_vars,num_clauses,num_unary_clauses,num_binary_clauses,num_ternary_clauses,num_large_clauses,num_generators,percent_sym_vars,is_only_involution,is_inverting_perm,num_orbits
2018,2018/all/Xiao/Nb14T194.cnf,Nb14T194.cnf,nb,9a5cfbf5355c0a54820716236d61a3d6,1,2048090,8170848,0,3079944,4064256,1026648,5,100,1,1,274848
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,mod,9a6126d13f733e360922c2ae93b7b6b9,1,354,2596,0,0,0,2596,104,59,1,0,104
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATChallenge2012_crafted_debugged/x1.1_72.shuffled-as.sat03-1586.cnf.mis-142.debugged.cnf,x1.1_72.shuffled-as.sat03-1586.cnf.mis-142.debugged.cnf,unknown,9a80c679de5c87a3d904bb6b08d79a7f,1,30460,60990,141,30957,29892,0,0,0,1,0,0
2016,2016/hard/crafted16/Elffers/peb-pyrofpyr-14-neq-3_shuffled.cnf,peb-pyrofpyr-14-neq-3_shuffled.cnf,unknown,9aacc5afd46e2c289e2dc14442c1adfa,1,43200,1021056,0,6,450,1020600,-1,-1,-1,-1,-1
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/sgen/sat/sgen1-sat-220-100.cnf,sgen1-sat-220-100.cnf,unknown,9acdfc35e72435abc5da6ab9203455c3,1,220,528,0,440,0,88,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,crn_11_99_u.cnf,unknown,9ad5e99587f3a7137ad13cd9a8eefafb,1,1287,2332,0,175,2156,0,0,0,1,0,0
2014,2014/app/sc14-app/atco_enc2_opt2_10_21.cnf,atco_enc2_opt2_10_21.cnf,atco,9afb68c320dc1b6df6ab81deded23612,1,9824,160531,133,19322,45938,95138,43,20,1,0,932
2015,2015/all/atco_enc2_opt2_10_21.cnf,atco_enc2_opt2_10_21.cnf,atco,9afb68c320dc1b6df6ab81deded23612,1,9824,160531,133,19322,45938,95138,43,20,1,0,932
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Competition 2009 unselected/application/SAT09/APPLICATIONS/bitverif/smulo/smulo032.cnf,smulo032.cnf,unknown,9b0de7f246a0a823e9169aba9e6969cd,1,11785,35162,2,23440,11720,0,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Medium/contest05/sabharwal/counting-easier-php-012-010.sat05-1172.reshuffled-07.cnf,counting-easier-php-012-010.sat05-1172.reshuffled-07.cnf,counting,9b15e90c034f4532d9c5a9491fda1777,1,120,672,0,660,0,12,14,100,0,0,1
2017,2017/all/NoLimits/g2-slp-synthesis-aes-top29.cnf,g2-slp-synthesis-aes-top29.cnf,unknown,9b1b1066fe010948020f1c6b5be34d5d,1,94998,302862,1,183377,117600,1884,0,0,1,0,0
2016,2016/app/NoLimits/g2-slp-synthesis-aes-top29.cnf,g2-slp-synthesis-aes-top29.cnf,unknown,9b1b1066fe010948020f1c6b5be34d5d,1,94998,302862,1,183377,117600,1884,0,0,1,0,0
2014,2014/app/sc14-app/slp-synthesis-aes-top29.cnf,slp-synthesis-aes-top29.cnf,unknown,9b1b1066fe010948020f1c6b5be34d5d,1,94998,302862,1,183377,117600,1884,0,0,1,0,0
2013,2013/hard/SC13_submissions/heule--randomMUS/MUS-v310-4.cnf,MUS-v310-4.cnf,unknown,9b2de140f7b5261cf7dc348858b08453,1,310,1081,0,0,1081,0,0,0,1,0,0
2018,2018/all/Ehlers/ex175_18.cnf,ex175_18.cnf,unknown,9b32b4f7df55e415d60f3297f240026d,0,895701,17669137,5185,1091252,3418800,3940200,0,0,1,0,0
2014,2014/hard/sc14-crafted/shift1add.21964.cnf,shift1add.21964.cnf,shift,9b3f54454cacfde5c5ca8e8a82a234e3,1,483199,856577,1,571052,285524,0,2,1,1,1,3
2013,2013/hard/satrace-unselected/er/ph12.cnf,ph12.cnf,hole,9b84f4b1b8961fdd043892ce36bb0321,1,156,949,0,936,0,13,23,100,1,0,1
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Race unselected/ibm/2002/14_rule_2/SAT_dat.k90.cnf,SAT_dat.k90.cnf,ibm,9b89cbe15b8bf8a202092306bb7537d5,1,133183,494777,3980,373006,62244,51007,4299,22,1,1,12286
2018,2018/all/Heule/CNP-5-600.cnf,CNP-5-600.cnf,cnp,9b8bbb883f8b61d4a2725c65b201a15f,1,25085,191591,4,186570,0,5017,1,40,1,0,5017
2018,2018/all/Mayer-Eichberger/6-4-7.cnf,6-4-7.cnf,Mayer-Eichberger,9ba4769da85e4c28bab2d0af1a6b90d2,1,18368,336893,3584,53352,279213,688,3585,40,1,0,1252
2012,2012/app/Application SAT+UNSAT/SATCompetition2011/application/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,blocks-blocks-37-1.150-SAT.cnf,unknown,9ba83f2e11d7a652e344b7b5e520dcb2,1,645431,11795567,1517,11349750,421800,22500,0,0,1,0,0
2014,2014/app/sc14-app/SAT_dat.k90.debugged.cnf,SAT_dat.k90.debugged.cnf,unknown,9bbde089d9f3bd80b1743a029be6e1a3,1,1458392,5715644,45182,4011063,1109100,448407,-1,-1,-1,-1,-1
2015,2015/all/SAT_dat.k90.debugged.cnf,SAT_dat.k90.debugged.cnf,unknown,9bbde089d9f3bd80b1743a029be6e1a3,1,1458392,5715644,45182,4011063,1109100,448407,-1,-1,-1,-1,-1
2014,2014/hard/sc14-crafted/edges-024-4-1208111-1-00.cnf,edges-024-4-1208111-1-00.cnf,unknown,9be707011f4576479970149047a290be,1,97,204,0,0,204,0,0,0,1,0,0
2014,2014/app/sc14-app/aaai10-planning-ipc5-TPP-30-step11.cnf,aaai10-planning-ipc5-TPP-30-step11.cnf,planning,9bfe4b40d3567ce3687a43a15fbd33eb,1,314455,2920820,324,2853423,16851,50222,12,1,1,0,12
2013,2013/app/satchal12-selected/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,aaai10-planning-ipc5-TPP-30-step11.cnf,planning,9bfe4b40d3567ce3687a43a15fbd33eb,1,314455,2920820,324,2853423,16851,50222,12,1,1,0,12
2012,2012/app/Application SAT+UNSAT/SATCompetition2011/application/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,aaai10-planning-ipc5-TPP-30-step11.cnf,planning,9bfe4b40d3567ce3687a43a15fbd33eb,1,314455,2920820,324,2853423,16851,50222,12,1,1,0,12
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,battleship-14-27-sat.cnf,battleship,9c54c57be5bec760a361df7b3a13ea07,1,378,2653,0,2457,0,196,16,100,0,0,4
2012,2012/app/Application SAT+UNSAT/SATCompetition2011/application/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step16.cnf,aaai10-planning-ipc5-pipesworld-18-step16.cnf,planning,9c65732a61d3ec133310ca49e4a37138,1,141856,2742601,456,2660820,11423,67072,0,0,1,0,0
2017,2017/all/NoLimits/mp1-klieber2017s-0500-023-t12.cnf,mp1-klieber2017s-0500-023-t12.cnf,unknown,9c9ec76b97c977e7dcfb885b7d7b20de,1,30587,91703,1,61138,30563,1,0,0,1,0,0
2016,2016/app/NoLimits/mp1-klieber2017s-0500-023-t12.cnf,mp1-klieber2017s-0500-023-t12.cnf,unknown,9c9ec76b97c977e7dcfb885b7d7b20de,1,30587,91703,1,61138,30563,1,0,0,1,0,0
2017,2017/all/NoLimits/mp1-blockpuzzle_8x8_s1_free4.cnf,mp1-blockpuzzle_8x8_s1_free4.cnf,blockpuzzle,9cb7d586dd41d3edba4f56faaf131d97,1,4480,597568,752,301056,0,64,17,100,1,0,1024
2016,2016/app/NoLimits/mp1-blockpuzzle_8x8_s1_free4.cnf,mp1-blockpuzzle_8x8_s1_free4.cnf,blockpuzzle,9cb7d586dd41d3edba4f56faaf131d97,1,4480,597568,752,301056,0,64,17,100,1,0,1024
2017,2017/all/NoLimits/g2-ak128paralparalisc.cnf,g2-ak128paralparalisc.cnf,ak128,9ccac1ec3ab4cb60d16d695419c62661,1,265303,859948,1,396776,463170,1,2,100,1,0,132395
2016,2016/app/NoLimits/g2-ak128paralparalisc.cnf,g2-ak128paralparalisc.cnf,ak128,9ccac1ec3ab4cb60d16d695419c62661,1,265303,859948,1,396776,463170,1,2,100,1,0,132395
2013,2013/app/satcomp11-main-track-selected/SAT11/application/leberre/2dimensionalstrippacking/E00X23.cnf,E00X23.cnf,unknown,9cec6483d4ca03e8555377ba059b61ae,1,15364,2133873,16,40869,37518,2055426,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Competition 2011 unselected/SAT11/application/fuhs/AProVE11/AProVE11-14.cnf,AProVE11-14.cnf,aprove,9cf8133179c33db58215da92b2f6b9f9,1,504189,1742927,1,740770,937605,64551,9,1,1,0,13
2014,2014/hard/sc14-crafted/crafted_n10_d6_c2_num13.cnf,crafted_n10_d6_c2_num13.cnf,crafted,9cfb4f983addbf8ca6905518e9ce7384,1,23360,2924604,0,2924164,0,440,42,100,1,0,740
2013,2013/hard/SC13_submissions/heule_szeider--cwd/famous/Desargues-k7.cnf,Desargues-k7.cnf,unknown,9d05380d5ea9eebd6e997013f859ff6b,1,17600,215290,400,52650,158100,4140,0,0,1,0,0
2014,2014/app/sc14-app/MD5-27-4.cnf,MD5-27-4.cnf,unknown,9d0e71b496311c239259cc60350c7acf,1,7965,59726,8,595,29875,29248,0,0,1,0,0
2018,2018/all/Chowdhury/gto_p60c343.cnf,gto_p60c343.cnf,gto,9d24567d655e667d8cdfd335a3c36583,1,729,4563,93,4087,5,364,92,13,1,0,1
2014,2014/app/sc14-app/post-c32s-ss-8.cnf,post-c32s-ss-8.cnf,unknown,9d3d3bb9b296880c7463693ae665aafd,1,53752,148393,1,98928,49464,0,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SAT Race 2008/post-c32s-ss-8.cnf,post-c32s-ss-8.cnf,unknown,9d3d3bb9b296880c7463693ae665aafd,1,53752,148393,1,98928,49464,0,0,0,1,0,0
2015,2015/all/post-c32s-ss-8.cnf,post-c32s-ss-8.cnf,unknown,9d3d3bb9b296880c7463693ae665aafd,1,53752,148393,1,98928,49464,0,0,0,1,0,0
2013,2013/app/SC13_submissions/mayer-eichberger--carseq/pb_300_06_lb_02.cnf,pb_300_06_lb_02.cnf,unknown,9d52258b5c10ed06ac66c1ccb4c7a5e4,1,145487,648803,23215,389223,233953,1812,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SAT Race 2008/simon-s02-f2clk-50.cnf,simon-s02-f2clk-50.cnf,simon,9d692d8bbf35555023f0f2a4fa7e3568,1,34678,101319,1656,74001,21061,4601,1750,10,1,0,801
2013,2013/hard/SC13_submissions/heule_szeider--cwd/rndcwd/rnd-v25-e80-k10.cnf,rnd-v25-e80-k10.cnf,unknown,9db79832f0a8a5de030dccb02b714914,1,37000,597097,625,133837,454585,8050,0,0,1,0,0
2013,2013/app/SC13_submissions/soos--grainofsalt/hitag2-exptime1200/hitag2-10-60-0-0xa360966c6eb75c4-62.cnf,hitag2-10-60-0-0xa360966c6eb75c4-62.cnf,hitag,9dcd6a61aea4a8e717254ffb85647144,1,2249,29810,70,4276,645,24819,69,4,1,0,1
2018,2018/all/Chen/20180321_110704973_p_cnf_320_1120.cnf,20180321_110704973_p_cnf_320_1120.cnf,unknown,9dcdb94654a761f1f973b8f2f91b6f59,1,320,1120,0,0,1120,0,0,0,1,0,0
2017,2017/all/NoLimits/g2-hwmcc15deep-6s340rb63-k16.cnf,g2-hwmcc15deep-6s340rb63-k16.cnf,hwmcc,9ddc965fd720fd675718c524182959d5,1,123061,363619,1,242438,121180,0,1,1,1,0,1
2016,2016/app/NoLimits/g2-hwmcc15deep-6s340rb63-k16.cnf,g2-hwmcc15deep-6s340rb63-k16.cnf,hwmcc,9ddc965fd720fd675718c524182959d5,1,123061,363619,1,242438,121180,0,1,1,1,0,1
2012,2012/app/Application SAT+UNSAT/SATCompetition2007/industrial/fuhs/medium/AProVE07-02.cnf,AProVE07-02.cnf,unknown,9ded5d7f130643b725016d2e5e4c7da3,1,6196,22741,1,12147,9205,1388,0,0,1,0,0
2018,2018/all/Heule/CNP-5-900.cnf,CNP-5-900.cnf,cnp,9e043e22272d94ef3f208212e4c36327,1,23585,178091,4,173370,0,4717,2,100,1,0,9434
2014,2014/app/sc14-app/aes_64_1_keyfind_1.cnf,aes_64_1_keyfind_1.cnf,aes,9e18e0ee8a56ea2c59fe8e682ff6c747,1,596,2780,132,80,1168,1400,0,0,1,0,0
2013,2013/app/satcomp11-main-track-selected/SAT11/application/kullmann/AES/Benchmarks/64/aes_64_1_keyfind_1.cnf,aes_64_1_keyfind_1.cnf,aes,9e18e0ee8a56ea2c59fe8e682ff6c747,1,596,2780,132,80,1168,1400,0,0,1,0,0
2015,2015/all/aes_64_1_keyfind_1.cnf,aes_64_1_keyfind_1.cnf,aes,9e18e0ee8a56ea2c59fe8e682ff6c747,1,596,2780,132,80,1168,1400,0,0,1,0,0
2015,2015/all/manthey_DimacsSorter_31_4.cnf,manthey_DimacsSorter_31_4.cnf,unknown,9e2db328f7e064dc8b30a12c95c2d849,1,3903,12581,0,8791,3553,237,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SC2012 Hard Combinatorial/satrace-unselected/repeat/prime2209/prime2209-86.cnf,prime2209-86.cnf,prime,9e4de24c17b55bbb17acdae67329780a,1,103974,306332,86,204164,102082,0,85,100,1,0,1209
2013,2013/app/SC13_submissions/nossum--sha1/23-80/001.cnf,001.cnf,nosum-sha1,9e5495aeb597fa607babd409e526a0a0,1,4288,132592,368,33,4618,127573,63,2,1,0,1
2013,2013/app/SC13_submissions/kummling_grosmann--pesp/ctl_4291_567_8_unsat.cnf,ctl_4291_567_8_unsat.cnf,unknown,9e9509e53f24c36ad7cf4d2124b3c979,1,17850,147312,0,30319,33880,83113,0,0,1,0,0
2016,2016/hard/crafted16/Elffers/fixedbandwidth-eq-40_shuffled.cnf,fixedbandwidth-eq-40_shuffled.cnf,fixedbandwidth,9e9750c25677d10f1ecf2a2d8bbbb702,1,161,654,0,0,644,10,1,100,1,1,84
2012,2012/app/Application SAT+UNSAT/SATCompetition2011/application/SAT03/industrial/goldberg/hard_eq_check/x1mul.miter.shuffled-as.sat03-359.cnf,x1mul.miter.shuffled-as.sat03-359.cnf,unknown,9edcffddbe07377cf6685697aafad673,1,8756,55571,28,12786,25852,16905,21,1,1,0,14
2017,2017/all/NoLimits/g2-ak128modbtbg1btaig.cnf,g2-ak128modbtbg1btaig.cnf,unknown,9f06ee81e435d8138f3e914e1618b057,1,573076,1716933,1,1144622,572310,0,0,0,1,0,0
2016,2016/app/NoLimits/g2-ak128modbtbg1btaig.cnf,g2-ak128modbtbg1btaig.cnf,unknown,9f06ee81e435d8138f3e914e1618b057,1,573076,1716933,1,1144622,572310,0,0,0,1,0,0
2013,2013/hard/SC13_submissions/kovasznai_frohlich_biere--smtbench/shift1add/shift1add.19970.cnf,shift1add.19970.cnf,shift,9f0a409b0a6a457c9955e2badc711fc2,1,439331,778811,1,519208,259602,0,2,1,1,1,3
2017,2017/all/NoLimits/mp1-24.5.cnf,mp1-24.5.cnf,mp1,9f0ef7abae1b432fd59190b9fcb914bb,1,4448,138764,448,34,4624,133658,63,2,1,0,1
2016,2016/app/NoLimits/mp1-24.5.cnf,mp1-24.5.cnf,mp1,9f0ef7abae1b432fd59190b9fcb914bb,1,4448,138764,448,34,4624,133658,63,2,1,0,1
2014,2014/hard/sc14-crafted/mrpp_8x8#10_9.cnf,mrpp_8x8#10_9.cnf,unknown,9f1476bce17f136d0cdc2ca23944a1ad,1,7451,50937,464,23160,16368,10945,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf,unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf,unknown,9f209556efd81ba93e992e22316c3ed8,1,205,4549,0,975,3555,19,16,100,0,0,3
2017,2017/all/NoLimits/g2-hwmcc15deep-beemlifts3b1-k29.cnf,g2-hwmcc15deep-beemlifts3b1-k29.cnf,hwmcc,9f478b4409677c525d26fe9952b71c46,1,1238026,3431267,1,2303902,1127364,0,5,2,1,0,6811
2016,2016/app/NoLimits/g2-hwmcc15deep-beemlifts3b1-k29.cnf,g2-hwmcc15deep-beemlifts3b1-k29.cnf,hwmcc,9f478b4409677c525d26fe9952b71c46,1,1238026,3431267,1,2303902,1127364,0,5,2,1,0,6811
2013,2013/hard/satchal12-selected/Hard_Combinatorial_SAT+UNSAT/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_390.cnf,VanDerWaerden_pd_2-3-20_390.cnf,unknown,9f9afdb81b528e7852015fad23de6353,1,195,20607,0,65,18744,1798,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_390.cnf,VanDerWaerden_pd_2-3-20_390.cnf,unknown,9f9afdb81b528e7852015fad23de6353,1,195,20607,0,65,18744,1798,0,0,1,0,0
2016,2016/hard/crafted16/Elffers/rphp4_145_shuffled.cnf,rphp4_145_shuffled.cnf,rphp,9fb80806ea98dae70561c8069acea542,1,1160,32919,0,1450,0,31469,146,100,0,0,3
2013,2013/app/satchal12-selected/Application_SAT+UNSAT/SATCompetition2011/application/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,smt-qfbv,9fe9fe24bc28c127c9f6b6416a14f727,1,360364,1076507,2,717670,358835,0,3,1,1,0,4
2012,2012/app/Application SAT+UNSAT/SATCompetition2011/application/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,smt-qfbv,9fe9fe24bc28c127c9f6b6416a14f727,1,360364,1076507,2,717670,358835,0,3,1,1,0,4
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/fbcolors/em_12_2_4_fbc.cnf,em_12_2_4_fbc.cnf,edgematching,9fee570f53de23cb47dfa378d421371e,1,12584,202912,0,64604,94400,35108,75,100,0,0,1680
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2011/crafted/SAT03/handmade/anton/UNSAT/SGI_30_60_20_50_3-dir.shuffled-as.sat03-114.cnf,SGI_30_60_20_50_3-dir.shuffled-as.sat03-114.cnf,unknown,9ffa0325c9e00b41c025f41d20ec5a0c,1,600,49070,0,49050,0,20,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SC2012 Hard Combinatorial/satrace-unselected/er/mutcb14.cnf,mutcb14.cnf,mutcb,9ffd720e628438cc1d56243349f55e86,1,385,1196,0,1008,44,144,2,94,1,0,90
2018,2018/all/Biere/uniqinv47prop.cnf,uniqinv47prop.cnf,uniqinv,a01eacc04e88cfaf9e876137baeeb4c1,1,17349,51072,1,34048,17023,0,1,99,1,0,8559
2016,2016/hard/crafted16/Elffers/tseitingrid7x125_shuffled.cnf,tseitingrid7x125_shuffled.cnf,tseitingrid,a0323e93b22ceeea3a3ddee7ff8079b1,1,1750,7000,0,0,0,7000,876,100,0,1,2
2013,2013/hard/SC13_submissions/surynek--gridMRPP/4x4_10pc/SAT/mrpp_4x4#6_16.cnf,mrpp_4x4#6_16.cnf,unknown,a04cb8c07407b4c2dc4216d0b4b7a5e7,1,3328,17876,96,9120,6560,2100,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Race unselected/manolios/cnf/f9idw.cnf,f9idw.cnf,f,a04f835b3af5465bc8d439495a1dd0cb,1,526651,1570021,1,1046680,523340,0,1,7,1,0,16759
2014,2014/app/sc14-app/complete-300-0.1-18-98765432130018.cnf,complete-300-0.1-18-98765432130018.cnf,unknown,a05b093f900a17e14accdf8249566462,1,600,27034,0,17875,0,8702,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SC2012 Hard Combinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g3.cnf,rbsat-v760c43649g3.cnf,unknown,a0677b9468e99369dee37c4f60b0a364,1,760,43649,0,43609,0,40,0,0,1,0,0
2018,2018/all/Biere/udiv48prop.cnf,udiv48prop.cnf,unknown,a07790be3587891d91f9cf784ace9bc3,1,20670,61104,1,40672,20431,0,0,0,1,0,0
2013,2013/hard/SC13_submissions/surynek--gridMRPP/4x4_10pc/SAT/mrpp_4x4#8_8.cnf,mrpp_4x4#8_8.cnf,unknown,a0cf0a95ac9d978fb76529ab04256a86,1,1744,11025,128,4928,3724,2245,0,0,1,0,0
2018,2018/all/Scheel/cms-scheel-md5-families-r24-c4-p1-3-4-16.cnf,cms-scheel-md5-families-r24-c4-p1-3-4-16.cnf,cms-sheel,a0e5db151752ddf066e9ff180724b4f4,1,39543,131265,7,46788,84442,28,3,97,1,0,18987
2012,2012/app/Application SAT+UNSAT/SATCompetition2011/application/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,smt-qfbv,a0e6c5cee3ede956f26df0453a18506f,1,206768,599363,2,399574,199787,0,76,1,1,0,896
2014,2014/app/sc14-app/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,hwmcc,a0ec1baa890da62d0c6df7f1e62c6af3,1,163622,488120,2,325412,162706,0,1,1,1,0,1
2015,2015/all/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,hwmcc,a0ec1baa890da62d0c6df7f1e62c6af3,1,163622,488120,2,325412,162706,0,1,1,1,0,1
2014,2014/hard/sc14-crafted/edges-072-3-5749555-14.cnf,edges-072-3-5749555-14.cnf,unknown,a0fb1e53b3a513b753d9b526e2619b32,1,216,285,0,216,69,0,0,0,1,0,0
2016,2016/hard/crafted16/Heule/Ptn-7824-b05.cnf,Ptn-7824-b05.cnf,unknown,a10877fc4e29b9fea575c6b2503d8386,1,3732,14419,0,217,14202,0,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,gt-ordering,a12e117c336ca4cea22ec458f6b2361c,1,1600,60099,0,780,59279,40,21,98,0,0,7
2014,2014/app/sc14-app/SAT_dat.k75-24_1_rule_3.cnf,SAT_dat.k75-24_1_rule_3.cnf,unknown,a12edeca6d6073e490a64424f6b7d2eb,1,1213331,4754042,37817,3336102,922569,372942,-1,-1,-1,-1,-1
2018,2018/all/final/CRIL/T122.2.0.cnf,T122.2.0.cnf,t,a13b9b33206e96dc4539170583e3cc73,1,3124990,10787124,0,4678278,5645504,107661,325,1,1,0,3484
2014,2014/hard/sc14-crafted/ccp-s7-facto3.cnf,ccp-s7-facto3.cnf,ccp,a14a379c9b0b720d1c5876e3f59c9e69,1,714,11809,0,441,11340,28,26,98,1,0,6
2018,2018/all/Biere/sdiv25prop.cnf,sdiv25prop.cnf,unknown,a17aa4a5a1323bce9a58a7d0dfff31be,1,8579,25226,1,16816,8409,0,0,0,1,0,0
2016,2016/hard/crafted16/Elffers/rphp5_095_shuffled.cnf,rphp5_095_shuffled.cnf,rphp,a18a573c567564877cac859d89f33932,1,950,19385,0,1425,0,17960,98,100,0,0,3
2013,2013/hard/SC13_submissions/mugrauer_balint--GI/crafted_n11_d6_c3_num2.cnf,crafted_n11_d6_c3_num2.cnf,crafted,a1a2189de40edcfce8a894d40db1683a,1,36208,7010904,0,7010420,0,484,46,100,1,0,1147
2015,2015/all/mrpp_8x8#20_20.cnf,mrpp_8x8#20_20.cnf,unknown,a1bc798886743d753f06efd489b9abad,1,18278,145067,580,62301,48374,33812,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/spence/medium/s89-100.cnf,s89-100.cnf,unknown,a1c857f1db1ccfc50e10a8a9bb41e428,1,89,188,0,0,188,0,0,0,1,0,0
2014,2014/hard/sc14-crafted/EDP3-19000.cnf,EDP3-19000.cnf,edp,a1dee12d85fb896821653b2ccde7625f,1,167458,1261897,0,211605,873338,176954,1,100,1,1,93229
2018,2018/all/final/Soos/apn-sbox6-cut3-helpbox31.cnf,apn-sbox6-cut3-helpbox31.cnf,unknown,a1e305e6a1ed7474240725d408696fbb,1,199968,810954,186,0,798336,12432,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATCompetition2007/crafted/Medium/contest05/others/gensys-ukn002.sat05-2744.reshuffled-07.cnf,gensys-ukn002.sat05-2744.reshuffled-07.cnf,unknown,a2019e53d39465096d989c5106a4e0ef,1,2129,8961,27,259,1159,7079,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SATChallenge2012_crafted_debugged/x1_56.shuffled-as.sat03-1593.cnf.mis-109.debugged.cnf,x1_56.shuffled-as.sat03-1593.cnf.mis-109.debugged.cnf,unknown,a221b997d3a9ada21973975aff8fb76d,1,18151,36356,108,18536,17712,0,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATChallenge2012_Application/SAT Race unselected/satelite/schuppan03:l2s:motors-stuck-1-k407-unsat.used-as.sat04-433.cnf,schuppan03:l2s:motors-stuck-1-k407-unsat.used-as.sat04-433.cnf,unknown,a255edfacbce67ace2a56f72511a39ee,1,654766,2068742,158,993305,1045962,29317,0,0,1,0,0
2013,2013/app/satchal12-selected/Application_SAT+UNSAT/SATCompetition2007/industrial/grieu/vmpc_34.cnf,vmpc_34.cnf,unknown,a27d41b3e10d867544cd2bff7d005be2,1,1156,194072,0,38250,117606,68,0,0,1,0,0
2012,2012/app/Application SAT+UNSAT/SATCompetition2007/industrial/grieu/vmpc_34.cnf,vmpc_34.cnf,unknown,a27d41b3e10d867544cd2bff7d005be2,1,1156,194072,0,38250,117606,68,0,0,1,0,0
2012,2012/hard/Hard Combinatorial SAT+UNSAT/SC2012 Hard Combinatorial/satrace-unselected/repeat/prime2209/prime2209-94.cnf,prime2209-94.cnf,prime,a27ea94dad2691bd99f268679adb8a7a,1,113646,334828,94,223156,111578,0,93,100,1,0,1209
